x,y,z
4184,-864,-705
4479,-917,-672
4628,-939,-610
4702,-947,-534
4457,-891,-426
4484,-890,-349
4284,-862,-698
4601,-918,-665
4710,-932,-595
4839,-950,-525
4869,-949,-441
5085,-984,-370
4384,-859,-691
4776,-927,-665
5118,-985,-620
5129,-980,-530
5145,-976,-440
5152,-970,-350
4487,-855,-683
4910,-927,-658
5193,-973,-603
5222,-970,-513
5222,-962,-421
5234,-958,-330
4610,-853,-677
5034,-923,-649
5311,-966,-590
5332,-962,-497
5301,-949,-401
5338,-948,-311
4734,-850,-671
5161,-918,-639
5394,-951,-572
5447,-952,-481
0,0,0
7405,-1275,-396
4856,-845,-664
5306,-915,-631
5856,-1000,-592
6546,-1109,-547
7376,-1239,-488
7377,-1230,-360
4979,-838,-656
5441,-908,-620
6038,-998,-582
6766,-1109,-534
7401,-1203,-456
7380,-1190,-327
5088,-828,-646
5594,-902,-611
6212,-992,-570
6996,-1107,-520
7385,-1158,-421
7372,-1147,-294
5218,-819,-637
5750,-894,-601
6403,-986,-558
7217,-1101,-504
7377,-1116,-388
7368,-1105,-262
5347,-809,-628
5900,-883,-590
6590,-976,-545
7384,-1084,-483
7383,-1074,-357
7382,-1065,-231
5483,-797,-619
6074,-874,-580
6794,-968,-532
7396,-1043,-452
7373,-1030,-325
7426,-1028,-201
5613,-783,-609
6238,-861,-569
7006,-957,-519
7388,-999,-421
7375,-988,-295
7398,-982,-170
5770,-771,-601
6413,-847,-558
7212,-943,-504
7395,-956,-390
7381,-945,-265
7372,-935,-140
5905,-754,-590
6591,-831,-545
7397,-923,-486
7386,-911,-361
7382,-901,-236
7385,-893,-112
6059,-737,-580
6779,-815,-534
7612,-905,-471
8330,-979,-375
10245,-1191,-289
10252,-1179,-117
