x,y,z
6118,-519,-576
6750,-579,-534
7530,-653,-483
8516,-747,-419
9757,-866,-335
10612,-953,-207
5999,-547,-583
6621,-610,-544
7358,-685,-494
8291,-780,-433
9450,-899,-353
10613,-1021,-239
5889,-575,-590
6486,-639,-552
7204,-717,-505
8077,-812,-446
9159,-930,-369
10502,-1078,-267
5797,-603,-598
6372,-669,-561
7048,-747,-515
7905,-846,-459
8662,-936,-374
8349,-911,-236
5700,-631,-604
6260,-699,-569
6913,-778,-524
7713,-876,-469
8329,-955,-382
10029,-1161,-311
5608,-658,-609
6139,-726,-574
6774,-808,-532
7424,-893,-471
7397,-897,-359
7386,-904,-248
5521,-684,-615
6039,-754,-581
6650,-837,-539
7388,-937,-488
7388,-945,-377
7376,-952,-267
5446,-711,-620
5945,-782,-587
6530,-865,-545
7271,-971,-498
7382,-994,-395
7377,-1001,-284
5372,-738,-625
5864,-811,-593
6440,-897,-553
7154,-1004,-507
7387,-1044,-412
7368,-1050,-301
5303,-764,-629
5785,-839,-598
6348,-927,-560
7029,-1034,-514
7382,-1094,-429
7375,-1101,-318
5237,-791,-633
5705,-867,-603
6251,-956,-565
6923,-1066,-521
7395,-1147,-445
7374,-1153,-333
5175,-818,-637
5628,-895,-607
6173,-988,-571
6826,-1099,-528
7405,-1201,-461
7381,-1206,-349
5122,-845,-641
5563,-924,-611
6100,-1019,-577
6732,-1131,-534
7422,-1256,-477
7386,-1258,-363
5076,-873,-645
5419,-937,-605
5422,-943,-523
5397,-944,-438
5330,-939,-352
5313,-942,-271
5021,-899,-647
5296,-953,-601
5266,-953,-517
5242,-954,-435
5224,-957,-354
5205,-959,-274
4980,-927,-651
5175,-968,-597
5159,-970,-515
5135,-971,-434
5110,-972,-354
5076,-972,-275
